2017-02-05 19:26:38,761 [1] INFO  Rti.Model.Repository.NHibernate.NHibernateContext [(null)] - Creating session factory. Connection string = server=94.230.130.119;user=admin;database=rti;port=5890;password=admin;CharSet=utf8;Allow User Variables=True
2017-02-05 19:26:38,801 [1] INFO  NHibernate.Cfg.Environment [(null)] - NHibernate 4.0.0.GA (assembly 4.0.0.4000)
2017-02-05 19:26:38,810 [1] INFO  NHibernate.Cfg.Environment [(null)] - hibernate-configuration section not found in application configuration file
2017-02-05 19:26:38,810 [1] INFO  NHibernate.Cfg.Environment [(null)] - Bytecode provider name : lcg
2017-02-05 19:26:38,811 [1] INFO  NHibernate.Cfg.Environment [(null)] - Using reflection optimizer
2017-02-05 19:26:39,563 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,608 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.AdditionalInfo -> additional_infos
2017-02-05 19:26:39,647 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,648 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.Calculation -> calculations
2017-02-05 19:26:39,649 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,649 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.Constant -> constants
2017-02-05 19:26:39,650 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,650 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.Contract -> contracts
2017-02-05 19:26:39,652 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,652 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.Contragent -> contragents
2017-02-05 19:26:39,653 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,654 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.Detail -> details
2017-02-05 19:26:39,662 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,663 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.DrawingCalculationHistory -> drawing_calculation_history
2017-02-05 19:26:39,673 [1] INFO  NHibernate.Dialect.Dialect [(null)] - Using dialect: NHibernate.Dialect.MySQLDialect
2017-02-05 19:26:39,674 [1] INFO  NHibernate.Cfg.XmlHbmBinding.Binder [(null)] - Mapping class: Rti.Model.Domain.DrawingFlowsheetMachine -> drawing_flowsheet_machines
